[00:00:00] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[00:00:30] 今天这场对话让我感受到了一种冰冻解风后的人间烟火气息
[01:05:56] 所以那段时间我去呃再做一些rl相关的research
[01:06:00] 啊
[01:06:01] 然后原因是我真的不知道这件事情怎么玩的
[01:06:04] 然后我想去看一看
[01:06:05] 啊
[01:06:06] 然后做的也很痛苦
[01:06:07] 而且伦敦的冬天那那段时间是冬天
[01:06:10] 好冷
[01:06:11] 伦敦冬冬天也很冷啊
[01:06:12] 我还非常记得非常清楚我要从伦敦地铁下来工作到很晚
[01:06:15] 晚上可能10点11点
[01:06:16] 然后凛冽的寒风然后夹夹夹夹着雨啊打到我脸上啊
[01:06:22] 然后衣服帽子的挡都挡不住
[01:06:24] 一步一步回到我那个窝居的小屋对吧
[01:06:27] 临时的宿舍啊
[01:06:28] 其实还是还是蛮辛苦的
[01:06:30] 对
[01:06:31] 然后但那段时间对我的啊
[01:06:34] 我觉得我觉得启发也很大
[01:06:36] 第一让我觉得我好像不是很喜欢做啊rl相关的research
[01:06:41] 嗯
[01:06:42] 或者说我不喜欢做机器人相关的research
[01:06:44] 机器人啊
[01:06:45] 嗯
[01:06:46] 因为其实当初rl其实就是在在在这种啊虚拟的环境里面模拟环境里面去做一些embody agent的task
[01:06:54] 对
[01:06:55] 嗯
[01:06:56] 然后但是我觉得我更多的收获其实是来源于我对dmine这样一个组织的认知是在那个时候build起来的
[01:07:04] 嗯
[01:07:05] 啊我觉得哇这个地方好不一样啊
[01:07:07] 跟我去的所有地方都不同
[01:07:10] 对他们会有一个很不一样的管理模式
[01:07:13] 比如说他们会有很多这些呃平台啊
[01:07:15] 就是这些呃pm去协调不同的research的team之间的这种运作
[01:07:21] 他们会有这种不同的working group
[01:07:23] 就大家还是会有很多bottomup的idea
[01:07:25] 自下而上的这种idea
[01:07:27] 但是他们又有一种topdown的管理的模式啊
[01:07:30] 并且他也是一个层级化的管理模式
[01:07:33] 一开始纯粹探索性质的这些这些idea啊
[01:07:37] 然后大家可以有自己的一个小的group去去去做一些early study
[01:07:42] 然后立刻就会进入一些
[01:07:45] 如果一旦一个东西成型
[01:07:47] 立刻就会进入一个更加topdown
[01:07:49] 更有组织性的这样一个管理的模式下
[01:07:51] 嗯
[01:07:52] 我觉得这件事情非常非常有趣
[01:07:53] 然后现在回想起来
[01:07:55] 对吧我我之前在推特上也跟大家说
[01:07:57] 就是damis跟很多intern也都见面
[01:07:59] 然后大家组织了一个meeting
[01:08:01] 然后damis就跟大家说啊
[01:08:03] 或者说其实是有人问他这个问题
[01:08:06] 就是说哎dmine的使命到底是什么
[01:08:09] 这个公司你们到底最后想成为一个什么样的公司
[01:08:13] damis的回答是
[01:08:15] 呃dmine最后会成为一个能拿multiplenoble prices的公司
[01:08:20] 嗯能获得多个
[01:08:22] 这个要要要话重点多个诺贝尔奖的公司
[01:08:26] 我觉得我们当初都说哇这个也太ambitious啊
[01:08:30] 是不是有点天方夜谭
[01:08:32] 只是在做AI而已
[01:08:34] 啊但现在我们看到他们已经至少实现了一步
[01:08:38] 我觉得我觉得我觉得真的是非常非常敬佩
[01:08:41] 啊其实after fall的这个这个整个的team
[01:08:44] 就是在我实习的那个过程中
[01:08:46] 呃主见主见衍生起来的
[01:08:48] 对我我其实能看到哪些人在做这些事情
[01:08:51] 然后一开始也也有一些intern在参与这个过程
[01:08:54] 然后一步一步他是怎么样从一个探索性的这样一个idea
[01:08:59] 逐渐变成一个有组织讲究execution
[01:09:02] 一步一步能够去达到最后彻底改变这样世界的
[01:09:06] 这样一个一个一个项目的这样一个过程
[01:09:09] 组织问题我们稍后会着重的来聊
[01:09:13] 嗯我在想你是不是实习太多
[01:09:16] 所以你后面没有best paper了
[01:09:18] 啊我觉得有可能是这样啊
[01:09:21] 或者说我觉得我做的东西
[01:09:24] 啊可能太多太杂
[01:09:27] 实习是从博几开始的
[01:09:30] 就是第一年开始
[01:09:31] 哦第一年开始
[01:09:32] 所以这两个一直是交扎交织的
[01:09:35] 一直是交织的
[01:09:36] 哦对所以所以我觉得你说的很对
[01:09:38] 其实我的时间线其实是被打乱的
[01:09:40] 对吧确实会失去一些注意力啊
[01:09:43] 但是我觉得这也是一个我自己的设计
[01:09:46] 所以说回回来就是说怎么把这些事情串起来呢
[01:09:50] 我觉得我的博士的论文题目是啊
[01:09:54] 这个deep representation learning
[01:09:57] with induced structural priors
[01:10:00] 大概就是说一些结构化的鲜艳
[01:10:04] 啊用用这些鲜艳来指导我们怎样能学到一个更好的
[01:10:09] 深度学习的表征
[01:10:11] 嗯
[01:10:12] 然后这件事情
[01:10:13] again已经过了很多很多年了
[01:10:15] 但我发现我现在在做的事情还是这件事
[01:10:19] 然后并且这个11月还是12月开会的时候
[01:10:23] 然后然后然后有一个workshop
[01:10:26] 他们这个workshop title就是说representation learning with structural priors
[01:10:31] 大概就是用结构化鲜艳和表征
[01:10:33] 大概类似这样的一个topic啊
[01:10:35] 然后我再给了一个talk过去
[01:10:37] 然后我在我talk到最后我就说
[01:10:39] 其实过去的12年啊
[01:10:41] 你们这个workshop的topic
[01:10:43] 虽然现在还是frontier
[01:10:45] 我们我们我们在讨论它的时候有了一些不同的意义
[01:10:48] 但是这个也是我当初一开始想要study的问题
[01:10:52] 也是我现在觉得还还是没有完全解决的问题
[01:10:55] 对
[01:10:56] 所以一方面我觉得我的这个读phd期间
[01:10:59] 时间线有点支离破碎啊
[01:11:02] 原因是我在不同的地方在做不同的事情
[01:11:04] 但另一方面这也是如果你想要去涉及的东西是表征学习这个topic的话
[01:11:10] 这也是不可避免的
[01:11:12] 原因是它就像种一棵树一样
[01:11:15] 你的表征其实是你这个树的树根
[01:11:17] 这个树长长起来之后
[01:11:19] 它得要有不同的枝芽对吧
[01:11:22] 这每一只其实就是一个不同的
[01:11:25] 我们叫做downstream的这种application
[01:11:27] 就是一个新的应用
[01:11:29] 所以我做过图像识别
[01:11:32] 然后图像分割
[01:11:34] 边缘检测
[01:11:35] 视频识别
[01:11:36] 动作识别
[01:11:37] 对吧
[01:11:38] 然后包括甚至后期有一些
[01:11:40] 这种embody的rl相关的task
[01:11:42] 在所有做这些事情的时候
[01:11:44] 我看到的这些问题
[01:11:46] 它们都是这些树枝上的一个分叉
[01:11:48] 它们不是根
[01:11:50] 对吧
[01:11:51] 我觉得有可能你说的对啊
[01:11:52] 我没考虑过这个问题
[01:11:53] 我会不会有更多best paper
[01:11:55] 但我希望还是能够更多种这棵树
[01:11:58] 然后我希望能够扎更深的根
[01:12:00] 而不是去在在这个branches上面走的更远
[01:12:07] 对啊
[01:12:08] 然后我觉得again
[01:12:09] 我觉得这件事
[01:12:10] 是deep learning的核心
[01:12:11] 就是我们说这个表征学习representation learning
[01:12:14] 这件事情基本等价于deep learning
[01:12:17] 给大家解释一下什么是表征学习
[01:12:19] 好问题
[01:12:21] 对
[01:12:22] 这件事情
[01:12:23] 我觉得之所以我很喜欢说
[01:12:26] 我是一个做表征学习的人
[01:12:28] 是因为这件事情还是蛮难定义的
[01:12:30] 从数学上来讲
[01:12:31] 你可以认为表征学习就是说
[01:12:33] 你有一个data对吧
[01:12:35] x
[01:12:36] 然后你现在要把它map到一个
[01:12:39] 一个space去
[01:12:41] 然后现在这个space可能会具有一些性质
[01:12:44] 这些性质可能这些好的性质
[01:12:47] 可能会更容易让你在下游的任务上面取得更好的结果
[01:12:52] 对吧
[01:12:53] 然后所以你要学的这个从
[01:12:56] 从从初始的这种数据
[01:13:01] 再到这个具有良好良好性质的这个空间的映射的这个函数
[01:13:07] 这就是所谓的表征学习
[01:13:08] 对吧
[01:13:09] 然后这个函数也不是只是一个简单的映射
[01:13:11] 它有可能是一个harachical层级化的一个映射
[01:13:14] 对吧
[01:13:15] 然后我们现在当然这件事情可以用不同的方式实现
[01:13:18] 那现在主流的实现的方式那就是用一个
[01:13:22] 非线性的神经网络来实现这个函数
[01:13:25] 对吧
[01:13:26] 所以我觉得这是一个定义
[01:13:27] 但我刚说我会我会愿意
[01:13:29] 说我自己是做一个representation learning的人
[01:13:32] 是因为我觉得这是一个永恒的title
[01:13:35] 就因为这个领域发展太快了
[01:13:37] 好
[01:13:38] 很多时候我们做很多的事情
[01:13:40] 包括我我举一个例子吧
[01:13:41] 这个可能是一个非常非常非常native的example
[01:13:44] 就是以前其实呃在我在我什么时候
[01:13:49] 可能phd刚毕业的时候有个东西非常非常火
[01:13:52] 叫NAS
[01:13:53] 叫neural architecture search
[01:13:55] 就是叫做呃神经架构这个这个检索吧
[01:14:00] 我不知道应该怎么翻译
[01:14:01] 就是neural architecture search
[01:14:03] 嗯
[01:14:04] 呃
[01:14:05] 这个领域里面很多共识就是说
[01:14:07] 这样一个topic
[01:14:08] 耽误了整个领域大概两年的时间
[01:14:11] 这是一个错误的方向
[01:14:13] 大家在这个错误的方向上面发了几千篇论文
[01:14:15] 但最后没有任何的收获
[01:14:17] 嗯
[01:14:18] 然后所以为什么我说表征学习是一个很好的这样一个title呢
[01:14:23] 或者说我愿意跟所有人说我是一个做表征学习的人
[01:14:26] 是因为这是一个fundamental的问题
[01:14:28] 啊
[01:14:29] 如果你现在说我是做一个neural architecture search的人
[01:14:32] 啊
[01:14:33] 那那这个这件事情就很麻烦了
[01:14:36] 有可能过了两年之后
[01:14:38] 你就立刻得要改行啊
[01:14:40] 你就要把自己网站上说我的research方向是neural architecture search
[01:14:44] 把这句话删掉
[01:14:45] 替换成下一个更fancy或者说更不一样的一个一个term
[01:14:50] 它不是一个永恒的主题
[01:14:52] representation是一个永恒的主题
[01:14:54] 是一个最fundamental的主题
[01:14:56] 也是一个还没有被解决的主题
[01:14:58] 嗯
[01:15:03] 所以啊
[01:15:05] 嗯
[01:15:06] 啊
[01:15:07] phd可能讲的有点长了
[01:15:08] 但是但还要说就是说我觉得phd的时候其实也
[01:15:12] 也遭受了更多的挫折啊
[01:15:14] 包括比如说我们一开始deeply surprised ness这个论文
[01:15:18] 这件事情也是一开始我们投了newerbs
[01:15:21] 得了一个挺高的分数啊
[01:15:23] 大概是886还是怎么样887的一个分数
[01:15:26] 啊
[01:15:27] 最后还是被拒搞了
[01:15:28] 然后这件事情对我来说也是一个打击
[01:15:31] 嗯
[01:15:32] 我发现哇原来发表一篇论文
[01:15:34] 这么难
[01:15:35] 即使得到了很好的评价
[01:15:37] 但还是因为一些很离谱的原因
[01:15:40] 然后被拒搞
[01:15:41] 离谱是什么
[01:15:42] 离谱原因是因为我们当初我们的里面有一个数学公式啊
[01:15:46] 它应该是平方没有一个type
[01:15:48] 把这个平方向落在哪了
[01:15:51] 没有写
[01:15:52] 纯粹是一个type非常容易fix
[01:15:54] 但pc说啊就是这种program chair就是负责这种这种会议的人就会说啊这件事情导致你的数学上不成立是一个错误啊
[01:16:04] 然后这件事情rebuttal的时候就是说你在反驳review的时候review没有看到
[01:16:10] 所以啊我们很不幸你没有办法被被fix啊
[01:16:14] 那现在我们只能拒搞啊
[01:16:16] 现在看起来已经不可想象了
[01:16:17] 就是因为第一现在可能大家也不会去检查论文里的公式了
[01:16:21] 第二我觉得大家也相对来说更加宽容了
[01:16:24] 在那个时候其实大家会非常非常抠这些细节
[01:16:27] 嗯
[01:16:28] 对啊但没关系
[01:16:29] 反正我们就投了这个AI stats另外一个一个会议啊机器学习的会议啊
[01:16:33] 然后这个论文去年啊得了他们的这个test time award
[01:16:38] 哦
[01:16:39] 就是一个时间检验奖
[01:16:41] 所以我觉得
[01:16:42] 那么久
[01:16:43] 对啊因为因为所有的时间检验奖都是说你要评价十年以后的在十年以后的这个节点
[01:16:49] 评价十年前所有发表的paper里面哪一哪一篇论文影响力最大
[01:16:54] 对这个领域影响最大
[01:16:57] 所以我觉得嗯我突然又释怀了
[01:17:00] 我觉得啊确实做研究的时候
[01:17:03] 就是一个长期的过程
[01:17:04] 嗯
[01:17:05] 然后所以这也是为什么我跟很多学生也会说这件事情
[01:17:09] 然后我觉得
[01:17:10] 嗯
[01:17:11] 其实其实不要在乎啊
[01:17:15] 每一个时刻你的成败吧
[01:17:18] 我觉得或者说从数学的角度来描述的话就是说不要在乎一个point estimate
[01:17:23] 就你不要在这个时间轴上在每一个点估计你做的好还是不好
[01:17:27] 啊
[01:17:28] 因为所有的评价他知道最后都会是一个积分
[01:17:33] 哦
[01:17:34] 你需要时间的积累
[01:17:36] 到最后你看所有你之前做过的所有的事情累加到一起
[01:17:40] 他决定了你是不是一个好的researcher
[01:17:43] 嗯
[01:17:44] 但是在那一刻你还是会很沮丧的
[01:17:46] 很沮丧对非常非常沮丧
[01:17:48] 你在那一刻很难想到十年后的事情
[01:17:52] 嗯
[01:17:53] 你在博士毕业的时候对自己的人生是抱着什么样的期待啊
[01:17:57] 因为你也发了一些很好的论文
[01:17:59] 你也是有有过五次实习经历了
[01:18:03] 你觉得你自己是应该往科研方向走还是往产业走
[01:18:07] 你有做这个选择吗
[01:18:08] 我觉得那时候一直都不是很自信
[01:18:10] 那时候我都没有去想过找教职
[01:18:12] 因为我觉得我不配啊
[01:18:14] 哈哈哈哈
[01:18:16] 你为什么在每一刻都觉得我不配啊
[01:18:19] 我觉得现在好一点
[01:18:20] 但是呃可能这个有点夸张了
[01:18:22] 也没有觉得真的不配吧
[01:18:23] 但只是觉得比起我的那些peer啊
[01:18:25] 他们在这个既定的轨道上面
[01:18:28] 像我说的一步一步通向这个很好的教职
[01:18:31] 这条路线
[01:18:32] 我觉得我不在这条路线上
[01:18:34] 或者说你刚说的这件事情也很很有道理
[01:18:37] 如果你最后真的路线是要找一个教职的话
[01:18:40] 至少在当初那个时间点上
[01:18:42] 你不应该去五个地方做五个实习
[01:18:44] 做五个不同的项目
[01:18:46] 这件事情非常不利于不不利于找教职
[01:18:48] 因为如果你想找教职的话
[01:18:50] 你留在何凯明的那个团队里面
[01:18:52] 你可能会能发更多的paper
[01:18:54] 然后你有更多的结果
[01:18:55] 在你那个时间段
[01:18:57] 嗯
[01:18:58] 他可能能够更加顺畅的通往一个确定的目的
[01:19:01] 对
[01:19:02] 我不知道是不是一个确定目的
[01:19:03] 我真的我觉得还是挺玄学的
[01:19:05] 所有这些决策都是说
[01:19:07] 我只我只考虑的事情是
[01:19:09] 我应该去做哪里啊
[01:19:11] 跟我最做我最想做的事情
[01:19:13] 然后最好是跟我最想要共事的人一起共事啊
[01:19:17] 我觉得其实这个想法其实非常非常单纯
[01:19:19] 所以在当初找工作也是
[01:19:20] 其实我就是啊
[01:19:22] 也四处都在找吧
[01:19:23] 各个大厂其实也有有不少offer
